porosity,k_pnm,q_pnm,k_edm,q_edm,radius_pore_avg,radius_pore_std,radius_throat_avg,radius_throat_std,length_throat_avg,length_throat_std,connection_n_avg,connection_n_std
0.2918678312585388,2.013728630574874e-12,3.5049734753129547e-07,1.7304511357994586e-12,3.0119179114868165e-07,4.028799883022663e-05,1.2821560304723128e-05,2.5210192913861e-05,1.0988419513182704e-05,0.0001228720528227848,8.036051504756831e-05,4.004694835680751,2.3467041168496414
0.25006416845851803,1.2787091047113037e-13,1.6686954301066986e-08,1.196034616210032e-13,1.560806512572458e-08,2.226357365177868e-05,6.0936258293925455e-06,1.008911146002978e-05,3.3495362239999924e-06,0.00019975318816991002,0.00012539190249216556,4.833607907742999,4.143273144951606
0.32232058169638755,1.6917477679103762e-12,2.9981975632151355e-07,1.5434240949638833e-12,2.7353311458741e-07,3.838760682599345e-05,1.216729365702412e-05,2.224634648296316e-05,9.381046703987488e-06,0.00014453621847722238,9.067709385508039e-05,4.584470094438616,2.868113616308137
0.3472284200792626,3.517501111830325e-10,0.0003037935716282335,2.7422342722969767e-10,0.0002368366398010775,0.0002971919542752439,9.977517013872696e-05,0.0002240923617108212,0.00010458299793181312,0.0006095624485611489,0.00036007130729430963,4.511811023622046,2.2583742383644925
0.3412374483134989,5.156600472563516e-10,0.0006590626901477002,4.2282444563579707e-10,0.0005404099427202737,0.000416052472681634,0.00015305026824875208,0.00030905210480964234,0.00014553182492618112,0.0008132747365348528,0.0004946016538439205,4.293023255813954,1.9866291830855285
0.29553036073223793,1.251992764297732e-10,0.00015573266092848062,8.498407407942085e-11,0.00010570984410085624,0.00031150743629957816,0.00010075265295329834,0.0002018438876322104,8.654234264472299e-05,0.0007891506337510633,0.0004344789593592685,3.9692923898531376,2.128167544175883
0.3398370533973657,5.127678701869577e-11,6.500855162374162e-05,5.640651384731324e-11,7.151200339485754e-05,0.0002312507833040091,6.937858265793584e-05,0.00011769660097357308,3.9804953041098276e-05,0.0018058134411353972,0.0010835247642581591,5.929496402877697,5.1718030925784815
0.2988045607450013,1.3706934513425842e-10,0.0002042383211828484,1.2371348178587177e-10,0.0001843375978989502,0.00033910516320437485,0.00010279500421082042,0.00020107435878502606,8.600052025474631e-05,0.0011299038869287024,0.000704577500608532,4.22591743119266,2.589785480926768
0.32485156349469363,3.0354908896783667e-10,0.0004103397984734228,2.7020039938283577e-10,0.0003652588047857366,0.00036972057336905333,0.00011440647743737805,0.0002465981945531425,0.00010780767394635516,0.0008788463063151026,0.0005163566479493202,4.190265486725664,2.0214395671444385
0.19426003251609064,1.2709506676166187e-11,1.3652783716479625e-05,1.1774243149327822e-11,1.2648106589728405e-05,0.00021577253473377224,6.262889079279276e-05,0.00012017222563097907,4.958643706760201e-05,0.000814142307725384,0.0004845248798622585,3.157258064516129,1.8846439463119944
0.20854590492273214,4.740757224011417e-11,3.471151204239027e-05,1.7062250123469047e-11,1.2492867123238384e-05,0.00023195085265114161,8.308766861731684e-05,0.00017794613996630613,8.234424777655758e-05,0.0004906893594781017,0.0002867152059880754,3.1902985074626864,1.5803064790127617
